        Time        A048        A049        A091        A092        A093        A023        A004        A029        A033        A039  
   68870.000      28.227      80.610      28.226      80.610      17.000     -25.782      21.894      30.601      26.040      -3.039
   68871.000      28.227      80.610      28.226      80.610      18.000     -25.749      22.030      30.557      25.985      -3.030
   68872.000      28.227      80.610      28.226      80.611      18.000     -26.100      21.839      30.502      25.875      -3.046
   68873.000      28.227      80.610      28.226      80.611      19.000     -26.013      22.258      30.474      25.786      -3.014
   68874.000      28.227      80.611      28.225      80.611      20.000     -25.793      22.321      30.575      25.747      -3.008
   68875.000      28.227      80.611      28.225      80.611      20.000     -25.703      22.067      30.594      25.838      -3.027
   68876.000      28.226      80.611      28.225      80.611      20.000     -25.933      22.163      30.546      25.990      -3.020
   68877.000      28.226      80.611      28.225      80.611      20.000     -25.811      22.064      30.494      25.918      -3.028
   68878.000      28.226      80.611      28.225      80.611      21.000     -25.980      22.160      30.467      25.830      -3.022
   68879.000      28.226      80.611      28.225      80.611      21.000     -25.690      22.441      30.458      26.022      -3.001
   68880.000      28.226      80.611      28.225      80.611      22.000     -25.729      22.591      30.372      26.427      -2.992
   68881.000      28.226      80.611      28.225      80.611      22.000     -25.822      22.496      30.469      26.879      -2.997
   68882.000      28.226      80.611      28.225      80.611      23.000     -25.492      22.712      30.572      26.729      -2.979
   68883.000      28.226      80.611      28.225      80.611      23.000     -25.582      22.774      30.460      26.256      -2.977
   68884.000      28.226      80.611      28.224      80.611      24.000     -25.687      22.203      30.451      26.463      -3.019
   68885.000      28.225      80.611      28.224      80.611      24.000     -25.741      22.471      30.401      26.621      -3.000
   68886.000      28.225      80.611      28.224      80.611      25.000     -25.607      21.616      30.519      25.825      -3.063
   68887.000      28.225      80.611      28.224      80.611      26.000     -25.497      21.369      30.538      24.573      -3.082
   68888.000      28.225      80.611      28.224      80.611      26.000     -25.482      21.096      30.569      24.271      -3.103
   68889.000      28.225      80.611      28.224      80.611      26.000     -25.183      20.833      30.578      24.635      -3.125
   68890.000      28.225      80.611      28.224      80.611      27.000     -25.661      20.586      30.530      25.184      -3.146
   68891.000      28.225      80.611      28.224      80.611      27.000     -25.980      20.358      30.545      25.776      -3.165
   68892.000      28.225      80.611      28.224      80.611      28.000     -26.050      20.326      30.592      26.334      -3.167
   68893.000      28.225      80.611      28.223      80.611      28.000     -25.933      20.478      30.614      26.496      -3.153
   68894.000      28.225      80.611      28.223      80.612      29.000     -26.073      20.286      30.625      26.217      -3.170
   68895.000      28.225      80.611      28.223      80.612      29.000     -26.326      20.486      30.571      26.008      -3.154
   68896.000      28.225      80.611      28.223      80.612      30.000     -26.090      20.681      30.587      26.095      -3.137
   68897.000      28.224      80.611      28.223      80.612      30.000     -26.030      20.680      30.591      26.477      -3.137
   68898.000      28.224      80.611      28.223      80.612      31.000     -25.885      20.597      30.537      26.906      -3.146
   68899.000      28.224      80.612      28.223      80.612      31.000     -25.997      20.667      30.486      26.979      -3.141
   68900.000      28.224      80.612      28.223      80.612      32.000     -25.832      20.627      30.453      26.667      -3.144
   68901.000      28.224      80.612      28.223      80.612      32.000     -26.140      20.552      30.485      26.333      -3.151
   68902.000      28.224      80.612      28.223      80.612      33.000     -25.958      20.745      30.550      26.130      -3.133
   68903.000      28.224      80.612      28.222      80.612      33.000     -25.921      20.680      30.635      26.001      -3.136
   68904.000      28.224      80.612      28.222      80.612      34.000     -25.831      20.774      30.671      26.061      -3.128
   68905.000      28.224      80.612      28.222      80.612      34.000     -25.599      20.813      30.704      26.316      -3.124
   68906.000      28.224      80.612      28.222      80.612      35.000     -25.824      20.613      30.622      26.507      -3.142
   68907.000      28.224      80.612      28.222      80.612      35.000     -25.976      20.335      30.566      26.531      -3.167
   68908.000      28.224      80.612      28.222      80.612      36.000     -25.918      20.129      30.567      26.526      -3.185
   68909.000      28.224      80.612      28.222      80.612      36.000     -26.090      20.092      30.552      26.508      -3.188
   68910.000      28.224      80.612      28.222      80.612      37.000     -26.152      19.982      30.535      26.407      -3.199
   68911.000      28.223      80.612      28.222      80.612      37.000     -26.201      19.778      30.537      26.189      -3.216
   68912.000      28.223      80.612      28.222      80.612      38.000     -26.324      19.992      30.564      25.688      -3.196
   68913.000      28.223      80.612      28.222      80.612      38.000     -26.275      19.967      30.585      25.739      -3.198
   68914.000      28.223      80.612      28.222      80.612      39.000     -26.313      19.977      30.604      26.025      -3.197
   68915.000      28.223      80.612      28.222      80.612      39.000     -26.252      19.914      30.570      26.096      -3.204
   68916.000      28.223      80.612      28.222      80.612      39.000     -26.275      19.726      30.563      26.085      -3.221
   68917.000      28.223      80.612      28.222      80.612      40.000     -26.332      19.568      30.517      25.930      -3.236
   68918.000      28.223      80.612      28.222      80.612      40.000     -26.322      19.294      30.483      25.947      -3.262
   68919.000      28.223      80.612      28.222      80.612      41.000     -26.469      19.259      30.420      26.239      -3.267
   68920.000      28.223      80.612      28.222      80.613      41.000     -26.427      19.092      30.417      26.446      -3.282
   68921.000      28.223      80.612      28.222      80.613      42.000     -26.503      19.276      30.400      26.490      -3.265
   68922.000      28.223      80.612      28.221      80.613      42.000     -26.420      19.190      30.413      26.432      -3.273
   68923.000      28.223      80.613      28.221      80.613      43.000     -26.534      19.112      30.434      26.307      -3.280
   68924.000      28.223      80.613      28.221      80.613      43.000     -26.473      19.116      30.440      26.170      -3.280
   68925.000      28.223      80.613      28.221      80.613      44.000     -26.481      19.123      30.441      26.034      -3.278
   68926.000      28.223      80.613      28.221      80.613      44.000     -26.528      19.121      30.426      25.982      -3.279
   68927.000      28.223      80.613      28.221      80.613      45.000     -26.378      19.190      30.419      25.964      -3.273
   68928.000      28.223      80.613      28.221      80.613      45.000     -26.329      19.054      30.465      25.951      -3.285
   68929.000      28.223      80.613      28.221      80.613      46.000     -26.448      19.063      30.528      25.948      -3.283
   68930.000      28.223      80.613      28.221      80.613      46.000     -26.478      19.029      30.573      25.936      -3.285
   68931.000      28.223      80.613      28.221      80.613      46.000     -26.536      19.040      30.589      25.920      -3.283
   68932.000      28.223      80.613      28.221      80.613      47.000     -26.390      19.029      30.605      25.895      -3.285
   68933.000      28.223      80.613      28.221      80.613      47.000     -26.335      18.926      30.621      25.861      -3.294
   68934.000      28.223      80.613      28.221      80.613      47.000     -26.359      18.888      30.639      26.065      -3.297
   68935.000      28.223      80.613      28.221      80.614      48.000     -26.309      18.835      30.655      26.287      -3.302
   68936.000      28.223      80.613      28.221      80.614      48.000     -26.259      18.871      30.674      26.352      -3.298
   68937.000      28.223      80.613      28.221      80.614      48.000     -26.285      18.869      30.695      25.998      -3.298
   68938.000      28.223      80.613      28.221      80.614      49.000     -26.268      18.837      30.716      24.838      -3.301
   68939.000      28.223      80.613      28.221      80.614      49.000     -26.287      18.859      30.728      24.040      -3.299
   68940.000      28.223      80.613      28.221      80.614      49.000     -26.337      18.805      30.747      24.047      -3.303
   68941.000      28.223      80.613      28.221      80.614      50.000     -26.324      18.862      30.761      24.406      -3.297
   68942.000      28.223      80.614      28.221      80.614      50.000     -26.573      18.920      30.773      24.840      -3.291
   68943.000      28.223      80.614      28.221      80.614      50.000     -26.561      18.945      30.777      25.023      -3.289
   68944.000      28.223      80.614      28.221      80.614      50.000     -26.618      18.928      30.783      24.926      -3.290
   68945.000      28.223      80.614      28.221      80.614      51.000     -26.614      18.962      30.792      25.141      -3.287
   68946.000      28.223      80.614      28.221      80.614      51.000     -26.642      18.954      30.801      25.417      -3.287
   68947.000      28.223      80.614      28.221      80.614      51.000     -26.619      18.948      30.807      25.655      -3.288
   68948.000      28.223      80.614      28.221      80.614      51.000     -26.672      18.933      30.821      25.903      -3.289
